match_key,career_match_index,career_stage,season,season_match_number,date,day_of_week,week_of_season,days_since_last_match,match_no,total_matches_that_day,total_sets_that_day,multi_game_day,first_match_of_day,last_match_of_day,same_day_opponent_num,opponent,opponent_slug,season_opponent_num,is_repeat_opponent,deaf_school,match_type,event_name,milestone_flag,result,set_scores,set_count,set_result,set_diff,location,comeback_win,total_points_for,total_points_against,margin_pct,high_margin_win,low_margin_loss,did_play,played_all_sets,stats_available,season_highs_flags,career_highs_flags,record_breaker_flag,deciding_set_win,deciding_set_loss,low_error_game,win_streak,loss_streak,was_set_swept,swept_opponent,deciding_set_played,sets_played,kills,kills_per_set,kill_pct,kill_attempts,kill_errors,hit_pct,assists,assists_per_set,ball_handling_attempts,ball_handling_errors,solo_blocks,assisted_blocks,total_blocks,blocks_per_set,block_errors,digs,dig_errors,digs_per_set,receiving,receiving_errors,receiving_per_set,aces,aces_per_set,ace_pct,serve_attempts,serve_errors,serve_pct,points,maxpreps
SR_09-17_WCA_1,120,late,SR,14,2019-09-17,Tuesday,3,3,1,1,4,False,,,1,Washington Christian Academy,WCA,1,False,False,conference,,,W,"25-17,23-25,25-8,25-22",4,3-1,2,away,False,98,72,0.153,False,False,True,True,True,,,False,False,False,False,3,0,False,False,False,4,13.0,3.3,36.1,36.0,5.0,0.222,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,2.0,6.0,15.0,2.0,3.8,8.0,2.0,30.8,26,3,88.5,19,https://www.maxpreps.com/games/09-17-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-washington-christian-academy.htm?c=axNdllYxWEurhP6yIAESJA
SR_09-19_BURKE_1,121,late,SR,15,2019-09-19,Thursday,4,2,1,1,3,False,,,1,Burke,BURKE,1,False,False,conference,,,W,"25-11,25-17,25-6",3,3-0,3,away,False,75,34,0.376,False,False,True,True,True,aces,aces,True,False,False,False,4,0,False,True,False,3,7.0,2.3,43.8,16.0,2.0,0.312,2.0,0.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,4.0,0.0,1.3,14.0,4.7,53.8,26,2,92.3,22,https://www.maxpreps.com/games/09-19-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-varsity-opponent.htm?c=pYtUyF_aB0mHcg6tmNSBEA
SR_09-21_DCI_1,125,late,SR,16,2019-09-21,Saturday,4,2,1,5,11,True,True,False,1,DC International,DCI,2,True,False,regular,Model Invitational 2019,,L,"25-10,24-26,14-16",3,1-2,-1,home,False,63,52,0.096,False,True,True,True,True,total_blocks,,False,False,True,False,0,1,False,False,True,3,10.0,3.3,29.4,34.0,6.0,0.118,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3,0.0,6.0,2.0,2.0,17.0,0.0,5.7,1.0,0.3,12.5,8,1,87.5,4,https://www.maxpreps.com/games/09-21-2019/volleyball-19/dc-international-vs-model-secondary-school-for-the-deaf.htm?c=X-FIs7wPTE2Z3BT8LVBJ3Q
SR_09-21_SWW_2,124,late,SR,17,2019-09-21,Saturday,4,0,2,5,11,True,False,False,1,School Without Walls,SWW,1,False,False,regular,Model Invitational 2019,,W,"25-9,25-9",2,2-0,2,home,False,50,18,0.471,False,False,True,True,True,,,False,False,False,True,1,0,False,True,False,2,1.0,0.5,25.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.5,1.0,0.0,0.5,4.0,2.0,36.4,11,0,100.0,9,https://www.maxpreps.com/games/09-21-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-school-without-walls.htm?c=-73onImFOUOZsDC0-raGlA
SR_09-21_KAA_3,126,late,SR,18,2019-09-21,Saturday,4,0,3,5,11,True,False,False,1,King Abdullah Academy,KAA,1,False,False,regular,Model Invitational 2019,,W,"25-15,25-17",2,2-0,2,home,False,50,32,0.22,False,False,True,True,True,,,False,False,False,True,2,0,False,True,False,2,6.0,3.0,54.5,11.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,3.0,0.0,1.5,4.0,2.0,50.0,8,2,75.0,6,https://www.maxpreps.com/games/09-21-2019/volleyball-19/king-abdullah-academy-vs-model-secondary-school-for-the-deaf.htm?c=CA3iSxhjQEOi0PU-wPED6g
SR_09-21_BULLIS_4,123,late,SR,19,2019-09-21,Saturday,4,0,4,5,11,True,False,False,1,Bullis,BULLIS,1,False,False,regular,Model Invitational 2019,,W,"25-18,25-17",2,2-0,2,home,False,50,35,0.176,False,False,True,True,True,total_blocks,,False,False,False,True,3,0,False,True,False,2,4.0,2.0,19.0,21.0,2.0,0.095,1.0,0.5,2.0,0.0,0.0,1.0,1.0,0.5,0.0,7.0,0.0,3.5,5.0,0.0,2.5,6.0,3.0,54.5,11,0,100.0,9,https://www.maxpreps.com/games/09-21-2019/volleyball-19/bullis-vs-model-secondary-school-for-the-deaf.htm?c=KrROSbehPUONbTHtTqXyVQ
SR_09-21_BULLIS_5,122,late,SR,20,2019-09-21,Saturday,4,0,5,5,11,True,False,True,2,Bullis,BULLIS,2,True,False,regular,Model Invitational 2019,,L,"25-18,25-18",2,0-2,-2,home,False,50,36,0.163,False,True,True,True,True,,,False,False,False,True,0,1,True,False,False,2,4.0,2.0,23.5,17.0,0.0,0.235,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,12.0,0.0,6.0,0.0,0.0,0.0,5,1,80.0,1,https://www.maxpreps.com/games/09-21-2019/volleyball-19/bullis-vs-model-secondary-school-for-the-deaf.htm?c=G9nQB_qrYkSFMXaIJAzBfQ
SR_09-24_FIELD_1,127,late,SR,21,2019-09-24,Tuesday,4,3,1,1,3,False,,,1,Field,FIELD,1,False,False,conference,,,W,"25-23,25-10,25-15",3,3-0,3,home,False,75,48,0.22,False,False,True,True,True,,,False,False,False,False,1,0,False,True,False,3,12.0,4.0,54.5,22.0,3.0,0.409,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,4.3,14.0,0.0,4.7,5.0,1.7,22.7,22,1,95.5,16,https://www.maxpreps.com/games/09-24-2019/volleyball-19/field-vs-model-secondary-school-for-the-deaf.htm?c=oourAhepTEyW0owetGekiQ
SR_09-25_SJDS_1,128,late,SR,22,2019-09-25,Wednesday,4,1,1,1,3,False,,,1,Smith Jewish Day School,SJDS,1,False,False,regular,,,W,"25-10,25-13,25-23",3,3-0,3,away,False,75,46,0.24,False,False,True,True,True,,,False,False,False,False,2,0,False,True,False,3,7.0,2.3,41.2,17.0,4.0,0.176,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,6.0,16.0,3.0,5.3,4.0,1.3,23.5,17,0,100.0,12,https://www.maxpreps.com/games/09-25-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-varsity-opponent.htm?c=WfbD-GDGtU2MfiORyXR9iA
SR_09-27_GTD_1,129,late,SR,23,2019-09-27,Friday,5,2,1,1,4,False,,,1,Georgetown Day,GTD,1,False,False,regular,,,L,"20-25,25-18,9-25,21-25",4,1-3,-2,home,False,75,93,-0.107,False,False,True,True,True,receiving,,False,False,False,False,0,1,False,False,False,4,8.0,2.0,17.8,45.0,3.0,0.111,1.0,0.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,5.3,30.0,4.0,7.5,3.0,0.8,23.1,13,1,92.3,6,https://www.maxpreps.com/games/09-27-2019/volleyball-19/georgetown-day-vs-model-secondary-school-for-the-deaf.htm?c=8QSwh2dDbkuQnPJ8lKOG8A
SR_09-30_SSFS_1,130,late,SR,24,2019-09-30,Monday,5,3,1,1,3,False,,,1,Sandy Spring Friends,SSFS,1,False,False,conference,,,W,"25-8,25-6,25-8",3,3-0,3,away,False,75,22,0.546,False,False,True,True,True,,,False,False,False,False,1,0,False,True,False,3,6.0,2.0,42.9,14.0,2.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.7,2.0,0.0,0.7,7.0,2.3,41.2,17,1,94.1,14,https://www.maxpreps.com/games/09-30-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-sandy-spring-friends.htm?c=vXhBTV1b-kCMrbsQbKyk7w
SR_10-04_ISD_1,133,late,SR,25,2019-10-04,Friday,6,4,1,4,9,True,True,False,1,Indiana School for the Deaf,ISD,1,False,True,regular,SpikeOut 2019 @ Riverside,,W,"25-18,25-24",2,2-0,2,neutral,False,50,42,0.087,False,False,True,True,True,,,False,False,False,False,2,0,False,True,False,2,11.0,5.5,36.7,30.0,4.0,0.233,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,4.0,9.0,1.0,4.5,3.0,1.5,37.5,8,0,100.0,5,https://www.maxpreps.com/games/10-04-2019/volleyball-19/indiana-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=f9flUAU6O06spxnElldSKA
SR_10-04_CSDF_2,134,late,SR,26,2019-10-04,Friday,6,0,2,4,9,True,False,False,1,California School for the Deaf,CSDF,1,False,True,regular,SpikeOut 2019 @ Riverside,,W,"25-14,25-17",2,2-0,2,neutral,False,50,31,0.235,False,False,True,True,True,,,False,False,False,False,3,0,False,True,False,2,7.0,3.5,28.0,25.0,3.0,0.16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.5,6.0,0.0,3.0,4.0,2.0,57.1,7,0,100.0,5,https://www.maxpreps.com/games/10-04-2019/volleyball-19/california-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=5B-gOLdv6UqIHutSwlg3gQ
SR_10-04_TSD_3,132,late,SR,27,2019-10-04,Friday,6,0,3,4,9,True,False,False,1,Texas School for the Deaf,TSD,1,False,True,regular,SpikeOut 2019 @ Riverside,,L,"22-25,11-25",2,0-2,-2,neutral,False,33,50,-0.205,False,False,True,True,True,,,False,False,False,False,0,1,True,False,False,2,2.0,1.0,9.1,22.0,6.0,-0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,16.0,0.0,8.0,1.0,0.5,14.3,7,0,100.0,4,https://www.maxpreps.com/games/10-04-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-texas-school-for-the-deaf.htm?c=1CZVdjkiLESPmWMPwddQIg
SR_10-04_CSDR_4,131,late,SR,28,2019-10-04,Friday,6,0,4,4,9,True,False,True,1,California School for the Deaf-Riverside,CSDR,1,False,True,regular,SpikeOut 2019 @ Riverside,,W,"22-25,25-23,15-14",3,2-1,1,away,True,62,62,0.0,False,False,True,True,True,,,False,False,False,False,1,0,False,False,True,3,10.0,3.3,41.7,24.0,3.0,0.292,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,5.0,12.0,0.0,4.0,3.0,1.0,23.1,13,0,100.0,8,https://www.maxpreps.com/games/10-04-2019/volleyball-19/california-school-for-the-deaf-riverside-vs-model-secondary-school-for-the-deaf.htm?c=pihzlNYVq0a9p059m_dfLg
SR_10-05_ISD_1,135,late,SR,29,2019-10-05,Saturday,6,1,1,2,4,True,True,False,1,Indiana School for the Deaf,ISD,2,True,True,regular,SpikeOut 2019 @ Riverside,,W,"25-17,25-13",2,2-0,2,neutral,False,50,30,0.25,False,False,True,True,True,,,False,False,False,False,2,0,False,True,False,2,7.0,3.5,25.0,28.0,4.0,0.107,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,4.5,10.0,2.0,5.0,0.0,0.0,0.0,6,0,100.0,3,https://www.maxpreps.com/games/10-05-2019/volleyball-19/indiana-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=uxhCmqiCxkuRNURdxgYWrw
SR_10-05_TSD_2,136,late,SR,30,2019-10-05,Saturday,6,0,2,2,4,True,False,True,1,Texas School for the Deaf,TSD,2,True,True,regular,SpikeOut 2019 @ Riverside,,L,"16-25,14-25",2,0-2,-2,neutral,False,30,50,-0.25,False,False,True,True,True,,,False,False,False,False,0,1,True,False,False,2,7.0,3.5,22.6,31.0,5.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,4.5,15.0,2.0,7.5,1.0,0.5,16.7,6,0,100.0,2,https://www.maxpreps.com/games/10-05-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-texas-school-for-the-deaf.htm?c=9lwl75e5H0CKfKiPKkOvmA
SR_10-08_OAKCREST_1,137,late,SR,31,2019-10-08,Tuesday,6,3,1,1,3,False,,,1,Oakcrest,OAKCREST,1,False,False,regular,,,W,"25-13,25-21,25-19",3,3-0,3,home,False,75,53,0.172,False,False,True,True,True,kills,,False,False,False,False,1,0,False,True,False,3,14.0,4.7,50.0,28.0,1.0,0.464,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,2.7,24.0,2.0,8.0,3.0,1.0,30.0,10,2,80.0,4,https://www.maxpreps.com/games/10-08-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-oakcrest.htm?c=L00XN2jRbEC6wBbufPDRRA
SR_10-10_BHA_1,138,late,SR,32,2019-10-10,Thursday,7,2,1,1,3,False,,,1,Berman Hebrew Academy,BHA,1,False,False,conference,,,W,"25-17,25-9,25-7",3,3-0,3,home,False,75,33,0.389,False,False,True,True,True,total_blocks,,False,False,False,False,2,0,False,True,False,3,5.0,1.7,62.5,8.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.0,15.0,0.0,5.0,8.0,0.0,2.7,4.0,1.3,36.4,11,2,81.8,7,https://www.maxpreps.com/games/10-10-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-varsity-opponent.htm?c=9tYDUg4qF0qxW7tK_Ln9KQ
SR_10-12_ROOSEVELT_1,139,late,SR,33,2019-10-12,Saturday,7,2,1,5,11,True,True,False,1,Roosevelt,ROOSEVELT,1,False,False,regular,Tiger Paws Invitational 2019 @ Wilson,,L,"18-25,25-23,12-15",3,1-2,-1,neutral,False,55,63,-0.068,False,True,True,False,True,,,False,False,False,False,0,1,False,False,True,2,5.0,2.5,25.0,20.0,3.0,0.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,8.0,8.0,1.0,4.0,2.0,1.0,22.2,9,0,100.0,6,https://www.maxpreps.com/games/10-12-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-roosevelt.htm?c=CXg2zA5gMECXIs3SwzgDtQ
SR_10-12_PA_2,140,late,SR,34,2019-10-12,Saturday,7,0,2,5,11,True,False,False,1,Princess Anne,PA,1,False,False,regular,Tiger Paws Invitational 2019 @ Wilson,,L,"13-25,12-25",2,0-2,-2,neutral,False,25,50,-0.333,False,False,True,True,True,,,False,False,False,False,0,2,True,False,False,2,3.0,1.5,16.7,18.0,7.0,-0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.5,15.0,1.0,7.5,1.0,0.5,33.3,3,0,100.0,1,https://www.maxpreps.com/games/10-12-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-princess-anne.htm?c=Wdf7AW-Qs0uZ5kj5J-9Pkg
SR_10-12_MACA_3,141,late,SR,35,2019-10-12,Saturday,7,0,3,5,11,True,False,False,1,Mount Airy Christian Academy,MACA,1,False,False,regular,Tiger Paws Invitational 2019 @ Wilson,,W,"25-18,25-18",2,2-0,2,neutral,False,50,36,0.163,False,False,True,True,True,,,False,False,False,False,1,0,False,True,False,2,7.0,3.5,36.8,19.0,2.0,0.263,1.0,0.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,10.0,0.0,5.0,2.0,1.0,28.6,7,2,71.4,4,https://www.maxpreps.com/games/10-12-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-mount-airy-christian-academy.htm?c=0jccxebo90SvebpstwJWUg
SR_10-12_KAA_4,142,late,SR,36,2019-10-12,Saturday,7,0,4,5,11,True,False,False,1,King Abdullah Academy,KAA,2,True,False,regular,Tiger Paws Invitational 2019 @ Wilson,,W,"25-19,25-18",2,2-0,2,neutral,False,50,37,0.149,False,False,True,True,True,,,False,False,False,False,2,0,False,True,False,2,7.0,3.5,43.8,16.0,2.0,0.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,6.5,14.0,1.0,7.0,0.0,0.0,0.0,7,0,100.0,3,https://www.maxpreps.com/games/10-12-2019/volleyball-19/king-abdullah-academy-vs-model-secondary-school-for-the-deaf.htm?c=4o5xHQERTUCLFvhSNxhPvQ
SR_10-12_MACA_5,143,late,SR,37,2019-10-12,Saturday,7,0,5,5,11,True,False,True,2,Mount Airy Christian Academy,MACA,2,True,False,regular,Tiger Paws Invitational 2019 @ Wilson,,W,"25-18,25-21",2,2-0,2,neutral,False,50,39,0.124,False,False,True,True,True,,,False,False,False,True,3,0,False,True,False,2,9.0,4.5,34.6,26.0,0.0,0.346,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.5,11.0,1.0,5.5,1.0,0.5,12.5,8,0,100.0,3,https://www.maxpreps.com/games/10-12-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-mount-airy-christian-academy.htm?c=97D32zj27UyiyV9SIHUNYw
SR_10-15_WIS_1,144,late,SR,38,2019-10-15,Tuesday,7,3,1,1,3,False,,,1,Washington International,WIS,1,False,False,conference,,,W,"25-23,25-17,25-19",3,3-0,3,away,False,75,59,0.119,False,False,True,True,True,digs,digs,True,False,False,False,4,0,False,True,False,3,13.0,4.3,37.1,35.0,3.0,0.286,1.0,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,10.0,16.0,1.0,5.3,1.0,0.3,5.9,17,1,94.1,11,https://www.maxpreps.com/games/10-15-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-washington-international.htm?c=g6pJ4R30lkGUr0XSGqZzQg
SR_10-17_BARRIE_1,145,late,SR,39,2019-10-17,Thursday,8,2,1,1,3,False,,,1,Barrie,BARRIE,1,False,False,conference,,,W,"25-9,25-10,25-7",3,3-0,3,away,False,75,26,0.485,False,False,True,True,True,,,False,False,False,False,5,0,False,True,False,3,7.0,2.3,70.0,10.0,1.0,0.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,7.0,0.0,2.3,1.0,0.3,16.7,6,2,66.7,3,https://www.maxpreps.com/games/10-17-2019/volleyball-19/barrie-vs-model-secondary-school-for-the-deaf.htm?c=Y5g55yVQRU2fOo5YKgnw-w
SR_10-18_KAA_1,146,late,SR,40,2019-10-18,Friday,8,1,1,1,4,False,,,1,King Abdullah Academy,KAA,3,True,False,conference,MSSD Homecoming & Senior Night,,W,"23-25,25-14,25-10,25-19",4,3-1,2,home,True,98,68,0.181,False,False,True,True,True,,,False,False,False,False,6,0,False,False,False,4,13.0,3.3,31.7,41.0,5.0,0.195,1.0,0.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,6.0,18.0,2.0,4.5,7.0,1.8,43.8,16,0,100.0,9,https://www.maxpreps.com/games/10-18-2019/volleyball-19/king-abdullah-academy-vs-model-secondary-school-for-the-deaf.htm?c=ff0wp3edSkmUy0ZVzt_rYQ
SR_10-21_MCLEAN_1,,,SR,41,2019-10-21,Monday,8,3,1,1,0,False,,,1,McLean,MCLEAN,1,False,False,opponent forfeit,,,W,,0,0-0,0,home,False,0,0,,False,False,False,False,True,,,False,False,False,False,7,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.maxpreps.com/games/10-21-2019/volleyball-19/mclean-vs-model-secondary-school-for-the-deaf.htm?c=YN2GPO_oJUe9am8W3ZCb_A
SR_10-23_BHA_1,147,late,SR,42,2019-10-23,Wednesday,8,2,1,1,3,False,,,1,Berman Hebrew Academy,BHA,2,True,False,playoff,PVAC Tournament Quarterfinals,,W,"25-9,25-16,25-16",3,3-0,3,home,False,75,41,0.293,False,False,True,True,True,,,False,False,False,True,8,0,False,True,False,3,6.0,2.0,46.2,13.0,1.0,0.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.7,10.0,0.0,3.3,7.0,2.3,50.0,14,1,92.9,10,https://www.maxpreps.com/games/10-23-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-varsity-opponent.htm?c=4SpEKTKm40mNlVqXSY8llQ
SR_10-28_SSFS_1,148,late,SR,43,2019-10-28,Monday,9,5,1,1,3,False,,,1,Sandy Spring Friends,SSFS,2,True,False,playoff,PVAC Tournament Semifinals,,W,"25-15,25-19,25-8",3,3-0,3,home,False,75,42,0.282,False,False,True,True,True,,,False,False,False,False,9,0,False,True,False,3,10.0,3.3,34.5,29.0,6.0,0.138,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,13.0,0.0,4.3,9.0,3.0,52.9,17,1,94.1,12,https://www.maxpreps.com/games/10-28-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-sandy-spring-friends.htm?c=seZY-aU7r0O3adxoOvkc0w
SR_10-30_WIS_1,149,late,SR,44,2019-10-30,Wednesday,9,2,1,1,3,False,,,1,Washington International,WIS,2,True,False,championship,PVAC Tournament Championship,,W,"25-18,26-24,25-18",3,3-0,3,neutral,False,76,60,0.118,False,False,True,True,True,kills,,False,False,False,False,10,0,False,True,False,3,14.0,4.7,33.3,42.0,5.0,0.214,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,4.3,14.0,0.0,4.7,5.0,1.7,33.3,15,3,80.0,9,https://www.maxpreps.com/games/10-30-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-washington-international.htm?c=GglwmyeMkEOGgntR9jsatw
SR_11-05_BELL_1,150,late,SR,45,2019-11-05,Tuesday,10,6,1,1,3,False,,,1,Bell,BELL,1,False,False,playoff,DCSAA State Tournament First Round,,W,"25-14,25-14,25-13",3,3-0,3,away,False,75,41,0.293,False,False,True,True,True,,,False,False,False,False,11,0,False,True,False,3,8.0,2.7,53.3,15.0,2.0,0.4,1.0,0.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.3,12.0,0.0,4.0,4.0,1.3,44.4,9,3,66.7,5,https://www.maxpreps.com/games/11-05-2019/volleyball-19/bell-vs-model-secondary-school-for-the-deaf.htm?c=VcPx0s5gm0y4-10r8YIcYw
SR_11-06_SJ_1,151,late,SR,46,2019-11-06,Wednesday,10,1,1,1,3,False,,,1,St. John's,SJ,1,False,False,playoff,DCSAA State Tournament Quarterfinals,last SR match; last MSSD match,L,"20-25,20-25,14-25",3,0-3,-3,away,False,54,75,-0.163,False,False,True,True,True,,,False,False,False,False,0,1,True,False,False,3,9.0,3.0,29.0,31.0,4.0,0.161,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.3,21.0,1.0,7.0,1.0,0.3,11.1,9,1,88.9,3,https://www.maxpreps.com/games/11-06-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-st-johns.htm?c=eSZ4h7I5E0OFrIple4uZbw
