date,opponent,result,set_scores,set_result,set_count,set_diff,location,is_conference,is_playoffs,is_tournament,maxpreps
09/01/2018,Seton School,L,"12-25,14-25",0-2,2,-2,home,False,False,True,https://www.maxpreps.com/games/09-01-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-seton.htm?c=atGCfmP2hUy1VbvrAWtceA
09/03/2018,Covenant Life,L,"12-25,17-25,8-25",0-3,3,-3,away,False,False,False,https://www.maxpreps.com/games/09-03-2018/volleyball-18/covenant-life-vs-model-secondary-school-for-the-deaf.htm?c=CZtNPXZpiUmrFVsoIHCv6Q
09/05/2018,Burke,W,"25-9,25-16,25-11",3-0,3,3,away,True,False,False,https://www.maxpreps.com/games/09-05-2018/volleyball-18/burke-vs-model-secondary-school-for-the-deaf.htm?c=1Cm9G6Pz20emjhgVSKRqkg
09/08/2018,Grace Christian,W,"25-23,25-21",2-0,2,2,neutral,False,False,True,https://www.maxpreps.com/games/09-08-2018/volleyball-18/grace-christian-vs-model-secondary-school-for-the-deaf.htm?c=zy-nprt3g0m9hLnq5y_YhA
09/08/2018,StoneBridge,L,"10-25,22-25",0-2,2,-2,neutral,False,False,True,https://www.maxpreps.com/games/09-08-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-stonebridge.htm?c=L9xD3wiE50GbYdoCDbVLxg
09/08/2018,Fredericksburg Christian,L,"12-25,16-25",0-2,2,-2,neutral,False,False,True,https://www.maxpreps.com/games/9-8-2018/volleyball-18/fredericksburg-christian-vs-model-secondary-school-for-the-deaf.htm?c=2-vXWUZlM0iZyaZnCRkk7A#tab=box-score&schoolid=
09/11/2018,Riverdale Baptist,L,"11-25,15-25,25-27",0-3,3,-3,away,False,False,False,https://www.maxpreps.com/games/09-11-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-riverdale-baptist.htm?c=3O-Bxg3_UkStKV_mObir_A
09/13/2018,Sandy Spring Friends,W,"25-13,25-11,25-14",3-0,3,3,away,True,False,False,https://www.maxpreps.com/games/09-13-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-sandy-spring-friends.htm?c=0FXoP1T_pkukrAqKPjs5HQ
09/15/2018,School Without Walls,W,NA,3-0,3,3,home,False,False,False,https://www.maxpreps.com/games/09-15-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-school-without-walls.htm?c=rQqfNw5pxECNGfKfVVq5Xg
09/18/2018,Washington Christian Academy,W,"25-6,25-15,25-17",3-0,3,3,home,True,False,False,https://www.maxpreps.com/games/09-18-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-washington-christian-academy.htm?c=txnlzEGwrkWFBM3aMOgOGQ
09/20/2018,Bishop Ireton,L,"13-25,15-25,25-27",0-3,3,-3,away,False,False,False,https://www.maxpreps.com/games/09-20-2018/volleyball-18/bishop-ireton-vs-model-secondary-school-for-the-deaf.htm?c=LdyBEaaPEEyQrcStdGDcTQ#tab=box-score&schoolid=
09/22/2018,Riverdale Baptist,W,"25-15,25-21",2-0,2,2,home,False,False,True,https://www.maxpreps.com/games/09-22-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-riverdale-baptist.htm?c=L4mANmlkLk6CzD58AWzeLQ#tab=matchup&schoolid=
09/22/2018,Bullis,W,"25-13,25-19",2-0,2,2,home,False,False,True,https://www.maxpreps.com/games/09-22-2018/volleyball-18/bullis-vs-model-secondary-school-for-the-deaf.htm?c=3SD-UNh5mEOX8YOLnarH9A#tab=matchup&schoolid=
09/22/2018,School Without Walls,W,"25-11,21-25,15-8",2-1,3,1,home,False,False,True,https://www.maxpreps.com/games/09-22-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-school-without-walls.htm?c=lqOwny0Zw0a-06rgbao-Sw#tab=matchup&schoolid=
09/22/2018,McLean,W,"25-8,25-14",2-0,2,2,home,False,False,True,https://www.maxpreps.com/games/09-22-2018/volleyball-18/mclean-vs-model-secondary-school-for-the-deaf.htm?c=vbfUz_4fdkasJDsEZa5Aew#tab=matchup&schoolid=
09/22/2018,Sidwell Friends,L,"9-25,14-25",0-2,2,-2,home,False,False,True,https://www.maxpreps.com/games/09-22-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-sidwell-friends.htm?c=V8E-v5TQb0-5SYbGZuxjag#tab=box-score&schoolid=
09/22/2018,Mount Airy Christian Academy,W,"14-25,25-19,15-8",2-1,3,1,home,False,False,True,https://www.maxpreps.com/games/09-22-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-mount-airy-christian-academy.htm?c=hU2aP2JC3E-i79LQGtxKMw#tab=box-score&schoolid=
09/27/2018,Bishop O'Connell,L,"10-25,7-25,3-25",0-3,3,-3,home,False,False,False,https://www.maxpreps.com/games/09-27-2018/volleyball-18/bishop-oconnell-vs-model-secondary-school-for-the-deaf.htm?c=AWUtist-nUCY1vJIbDNbdQ#tab=box-score&schoolid=
10/02/2018,Clinton Grace Christian,W,"25-17,25-13,25-10",3-0,3,3,home,True,False,False,https://www.maxpreps.com/games/10-02-2018/volleyball-18/clinton-grace-christian-vs-model-secondary-school-for-the-deaf.htm?c=zs58NEQ3CEWFAWLCnEqX7A
10/03/2018,Smith Jewish Day School,W,"25-16,25-13,25-23",3-0,3,3,away,False,False,False,https://www.maxpreps.com/games/10-03-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-smith-jewish-day-school.htm?c=lEmjdylP3kasneLg6tCs-A#tab=matchup&schoolid=
10/05/2018,California School for the Deaf,L,"17-25,11-25",0-2,2,-2,home,False,False,True,https://www.maxpreps.com/games/10-05-2018/volleyball-18/california-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=uTfrWXjXC0ab2OnZko5ZWQ#tab=box-score&schoolid=
10/05/2018,California School for the Deaf-Riverside,L,"19-25,19-25",0-2,2,-2,home,False,False,True,https://www.maxpreps.com/games/10-05-2018/volleyball-18/california-school-for-the-deaf-riverside-vs-model-secondary-school-for-the-deaf.htm?c=KhNLA8DP6UqZWJwhQMZBqA#tab=box-score&schoolid=
10/05/2018,Texas School for the Deaf,L,"10-25,13-25",0-2,2,-2,home,False,False,True,https://www.maxpreps.com/games/10-05-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-texas-school-for-the-deaf.htm?c=npmD644d_kyYdOwKEBpoPw#tab=box-score&schoolid=
10/05/2018,Maryland School for the Deaf,L,"25-20,15-25,13-15",1-2,3,-1,home,False,False,True,https://www.maxpreps.com/games/10-05-2018/volleyball-18/maryland-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=c08RkMwexU2tiK_VWEirJA#tab=matchup&schoolid=
10/06/2018,Indiana School for the Deaf,L,"17-25,19-25",0-2,2,-2,home,False,False,True,https://www.maxpreps.com/games/10-06-2018/volleyball-18/indiana-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=8WC7da7pHk2qQTi6pqm3IA#tab=box-score&schoolid=
10/06/2018,California School for the Deaf,L,"9-25,16-25",0-2,2,-2,home,False,False,True,https://www.maxpreps.com/games/10-06-2018/volleyball-18/california-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=cYqwpxb6d0OyGwpqiIBi0A#tab=box-score&schoolid=
10/06/2018,California School for the Deaf-Riverside,L,"14-25,10-25",0-2,2,-2,home,False,False,True,https://www.maxpreps.com/games/10-06-2018/volleyball-18/california-school-for-the-deaf-riverside-vs-model-secondary-school-for-the-deaf.htm?c=1pCfPJh37UyyWr-jRRAbDQ#tab=box-score&schoolid=
10/09/2018,Riverdale Baptist,L,"15-25,19-25,10-25",0-3,3,-3,home,False,False,False,https://www.maxpreps.com/games/10-09-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-riverdale-baptist.htm?c=PJGyWueVVUimgHq4hG3jbg#tab=box-score&schoolid=
10/10/2018,Oakcrest,W,"25-18,25-16,25-18",3-0,3,3,away,False,False,False,https://www.maxpreps.com/games/10-10-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-oakcrest.htm?c=hkGHXMiQwkCN_TmLP32IVw#tab=matchup&schoolid=
10/11/2018,Washington International,L,"8-25,12-25,21-25",0-3,3,-3,home,True,False,False,https://www.maxpreps.com/games/10-11-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-washington-international.htm?c=rM4IVytEz0ygFaEhEQ9CVQ
10/16/2018,Berman Hebrew Academy,W,"25-8,25-13,25-9",3-0,3,3,away,False,False,False,https://www.maxpreps.com/games/10-16-2018/volleyball-18/berman-hebrew-academy-vs-model-secondary-school-for-the-deaf.htm?c=0ZG7rpPS9kidPsxOCv2JFw#tab=matchup&schoolid=
10/18/2018,Field,W,"25-13,25-13,25-22",3-0,3,3,away,True,False,False,https://www.maxpreps.com/games/10-18-2018/volleyball-18/field-vs-model-secondary-school-for-the-deaf.htm?c=9Y2TSXKnlUOH7p5xzj83Kw#tab=matchup&schoolid=
10/19/2018,Bullis,L,"23-25,14-25,26-24,20-25",1-3,4,-2,home,False,False,False,https://www.maxpreps.com/games/10-19-2018/volleyball-18/bullis-vs-model-secondary-school-for-the-deaf.htm?c=CBTL9de1rU6ydjYIwywyog#tab=matchup&schoolid=
10/22/2018,Sandy Spring Friends,W,"25-1,25-3,24-26,25-23",3-1,4,2,home,True,False,False,https://www.maxpreps.com/games/10-22-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-sandy-spring-friends.htm?c=nHgUcvtCZkGaGfn06RSY9Q#tab=matchup&schoolid=
10/29/2018,Washington International,L,"12-25,11-25,20-25",0-3,3,-3,neutral,True,True,True,https://www.maxpreps.com/games/10-29-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-washington-international.htm?c=LOqNGbuhOE-1OTwiUK8QDw#tab=box-score&schoolid=
11/06/2018,School Without Walls,L,NA,2-3,5,-1,neutral,False,True,False,https://www.maxpreps.com/games/11-06-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-school-without-walls.htm?c=6UCwlLsoc0ipcs1Ww4M2RA#tab=matchup&schoolid=
08/29/2019,Maret,W,"27-25,20-25,25-23,15-25,16-14",3-2,5,1,away,False,False,False,https://www.maxpreps.com/games/08-29-2019/volleyball-19/maret-vs-model-secondary-school-for-the-deaf.htm?c=ZWSY1lY28Ui5v0UQkdb80w
09/03/2019,DC International,W,"25-16,25-19,25-16",3-0,3,3,home,False,False,False,https://www.maxpreps.com/games/09-03-2019/volleyball-19/dc-international-vs-model-secondary-school-for-the-deaf.htm?c=vnGUQ0iSNE-oyNlMWcmh9w
09/05/2019,Covenant Life,L,"18-25,23-25,9-25",0-3,3,-3,away,False,False,False,https://www.maxpreps.com/games/09-05-2019/volleyball-19/covenant-life-vs-model-secondary-school-for-the-deaf.htm?c=XppDyalKBEaO1F5pxy-NzA
09/07/2019,Bishop Ireton,L,"20-25,14-25",0-2,2,-2,neutral,False,False,True,https://www.maxpreps.com/games/09-07-2019/volleyball-19/bishop-ireton-vs-model-secondary-school-for-the-deaf.htm?c=2i4PtaWEmUuMlDlVE65NRg
09/07/2019,Highland,W,"25-19,25-27,15-12",2-1,3,1,neutral,False,False,True,https://www.maxpreps.com/games/09-07-2019/volleyball-19/highland-vs-model-secondary-school-for-the-deaf.htm?c=X8J5gh-oIUy5sRyoxk1a1A
09/07/2019,Episcopal,L,"21-25,27-25,0-15",1-2,3,-1,neutral,False,False,True,https://www.maxpreps.com/games/09-07-2019/volleyball-19/episcopal-vs-model-secondary-school-for-the-deaf.htm?c=z7WUjmSlxE2k__PRNpRWFg
09/10/2019,Spencerville Adventist Academy,W,"25-21,25-19,25-14",3-0,3,3,home,True,False,False,https://www.maxpreps.com/games/09-10-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-spencerville-adventist-academy.htm?c=EtNkqAr_CkSDH8Kt_dbdwA
09/12/2019,Bishop Ireton,L,"11-25,13-25,17-25",0-3,3,-3,away,False,False,False,https://www.maxpreps.com/games/09-12-2019/volleyball-19/bishop-ireton-vs-model-secondary-school-for-the-deaf.htm?c=HZy5AnNr9Uaasgc2r4pO2Q
09/14/2019,Shalom Christian Academy,W,"26-24,25-21",2-0,2,2,neutral,False,False,True,https://www.maxpreps.com/games/09-14-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-shalom-christian-academy.htm?c=yv6lm6GTPESUIYsRe0GjYg
09/14/2019,Maryland School for the Deaf,T,"27-26,24-26",1-1,2,0,away,False,False,True,https://www.maxpreps.com/games/09-14-2019/volleyball-19/maryland-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=JZy_Ujt1k0WRjGKfk_TTCg
09/14/2019,St. John's Catholic Prep,L,"18-25,16-25",0-2,2,-2,neutral,False,False,True,https://www.maxpreps.com/games/09-14-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-st-johns-catholic-prep.htm?c=zz-mVFyWi0eZ5kSQmFtHqg
09/14/2019,Maryland School for the Deaf,W,"25-18,17-25,18-16",2-1,3,1,away,False,False,True,https://www.maxpreps.com/games/09-14-2019/volleyball-19/maryland-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=6yBlF3an7kquIU0xy9I1Sg
09/14/2019,New Life Christian School,W,"25-12,25-15",2-0,2,2,away,False,False,False,https://www.maxpreps.com/games/09-14-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-varsity-opponent.htm?c=zTlurXAekU6DPGK1hKcfnw
09/17/2019,Washington Christian Academy,W,"25-17,23-25,25-8,25-22",3-1,4,2,away,True,False,False,https://www.maxpreps.com/games/09-17-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-washington-christian-academy.htm?c=axNdllYxWEurhP6yIAESJA
09/19/2019,Burke,W,"25-11,25-17,25-6",3-0,3,3,away,True,False,False,https://www.maxpreps.com/games/09-19-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-varsity-opponent.htm?c=pYtUyF_aB0mHcg6tmNSBEA
09/21/2019,DC International,L,"25-10,24-26,14-16",1-2,3,-1,home,False,False,True,https://www.maxpreps.com/games/09-21-2019/volleyball-19/dc-international-vs-model-secondary-school-for-the-deaf.htm?c=X-FIs7wPTE2Z3BT8LVBJ3Q
09/21/2019,School Without Walls,W,"25-9,25-9",2-0,2,2,home,False,False,True,https://www.maxpreps.com/games/09-21-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-school-without-walls.htm?c=-73onImFOUOZsDC0-raGlA
09/21/2019,King Abdullah Academy,W,"25-15,25-17",2-0,2,2,home,False,False,True,https://www.maxpreps.com/games/09-21-2019/volleyball-19/king-abdullah-academy-vs-model-secondary-school-for-the-deaf.htm?c=CA3iSxhjQEOi0PU-wPED6g
09/21/2019,Bullis,W,"25-18,25-17",2-0,2,2,home,False,False,True,https://www.maxpreps.com/games/09-21-2019/volleyball-19/bullis-vs-model-secondary-school-for-the-deaf.htm?c=KrROSbehPUONbTHtTqXyVQ
09/21/2019,Bullis,L,"25-18,25-18",0-2,2,-2,home,False,False,True,https://www.maxpreps.com/games/09-21-2019/volleyball-19/bullis-vs-model-secondary-school-for-the-deaf.htm?c=G9nQB_qrYkSFMXaIJAzBfQ
09/24/2019,Field,W,"25-23,25-10,25-15",3-0,3,3,home,True,False,False,https://www.maxpreps.com/games/09-24-2019/volleyball-19/field-vs-model-secondary-school-for-the-deaf.htm?c=oourAhepTEyW0owetGekiQ
09/25/2019,Smith Jewish Day School,W,"25-10,25-13,25-23",3-0,3,3,away,False,False,False,https://www.maxpreps.com/games/09-25-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-varsity-opponent.htm?c=WfbD-GDGtU2MfiORyXR9iA
09/27/2019,Georgetown Day,L,"20-25,25-18,9-25,21-25",1-3,4,-2,home,False,False,False,https://www.maxpreps.com/games/09-27-2019/volleyball-19/georgetown-day-vs-model-secondary-school-for-the-deaf.htm?c=8QSwh2dDbkuQnPJ8lKOG8A
09/30/2019,Sandy Spring Friends,W,"25-8,25-6,25-8",3-0,3,3,away,True,False,False,https://www.maxpreps.com/games/09-30-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-sandy-spring-friends.htm?c=vXhBTV1b-kCMrbsQbKyk7w
10/04/2019,Indiana School for the Deaf,W,"25-18,25-24",2-0,2,2,neutral,False,False,True,https://www.maxpreps.com/games/10-04-2019/volleyball-19/indiana-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=f9flUAU6O06spxnElldSKA
10/04/2019,California School for the Deaf,W,"25-14,25-17",2-0,2,2,neutral,False,False,True,https://www.maxpreps.com/games/10-04-2019/volleyball-19/california-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=5B-gOLdv6UqIHutSwlg3gQ
10/04/2019,Texas School for the Deaf,L,"22-25,11-25",0-2,2,-2,neutral,False,False,True,https://www.maxpreps.com/games/10-04-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-texas-school-for-the-deaf.htm?c=1CZVdjkiLESPmWMPwddQIg
10/04/2019,California School for the Deaf-Riverside,W,"22-25,25-23,15-14",2-1,3,1,away,False,False,True,https://www.maxpreps.com/games/10-04-2019/volleyball-19/california-school-for-the-deaf-riverside-vs-model-secondary-school-for-the-deaf.htm?c=pihzlNYVq0a9p059m_dfLg
10/05/2019,Indiana School for the Deaf,W,"25-17,25-13",2-0,2,2,neutral,False,False,True,https://www.maxpreps.com/games/10-05-2019/volleyball-19/indiana-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=uxhCmqiCxkuRNURdxgYWrw
10/05/2019,Texas School for the Deaf,L,"16-25,14-25",0-2,2,-2,neutral,False,False,True,https://www.maxpreps.com/games/10-05-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-texas-school-for-the-deaf.htm?c=9lwl75e5H0CKfKiPKkOvmA
10/08/2019,Oakcrest,W,"25-13,25-21,25-19",3-0,3,3,home,False,False,False,https://www.maxpreps.com/games/10-08-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-oakcrest.htm?c=L00XN2jRbEC6wBbufPDRRA
10/10/2019,Berman Hebrew Academy,W,"25-17,25-9,25-7",3-0,3,3,home,True,False,False,https://www.maxpreps.com/games/10-10-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-varsity-opponent.htm?c=9tYDUg4qF0qxW7tK_Ln9KQ
10/12/2019,Roosevelt,L,"18-25,25-23,12-15",1-2,3,-1,neutral,False,False,True,https://www.maxpreps.com/games/10-12-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-roosevelt.htm?c=CXg2zA5gMECXIs3SwzgDtQ
10/12/2019,Princess Anne,L,"13-25,12-25",0-2,2,-2,neutral,False,False,True,https://www.maxpreps.com/games/10-12-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-princess-anne.htm?c=Wdf7AW-Qs0uZ5kj5J-9Pkg
10/12/2019,Mount Airy Christian Academy,W,"25-18,25-18",2-0,2,2,neutral,False,False,True,https://www.maxpreps.com/games/10-12-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-mount-airy-christian-academy.htm?c=0jccxebo90SvebpstwJWUg
10/12/2019,King Abdullah Academy,W,"25-19,25-18",2-0,2,2,neutral,False,False,True,https://www.maxpreps.com/games/10-12-2019/volleyball-19/king-abdullah-academy-vs-model-secondary-school-for-the-deaf.htm?c=4o5xHQERTUCLFvhSNxhPvQ
10/12/2019,Mount Airy Christian Academy,W,"25-18,25-21",2-0,2,2,neutral,False,False,True,https://www.maxpreps.com/games/10-12-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-mount-airy-christian-academy.htm?c=97D32zj27UyiyV9SIHUNYw
10/15/2019,Washington International,W,"25-23,25-17,25-19",3-0,3,3,away,True,False,False,https://www.maxpreps.com/games/10-15-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-washington-international.htm?c=g6pJ4R30lkGUr0XSGqZzQg
10/17/2019,Barrie,W,"25-9,25-10,25-7",3-0,3,3,away,True,False,False,https://www.maxpreps.com/games/10-17-2019/volleyball-19/barrie-vs-model-secondary-school-for-the-deaf.htm?c=Y5g55yVQRU2fOo5YKgnw-w
10/18/2019,King Abdullah Academy,W,"23-25,25-14,25-10,25-19",3-1,4,2,home,True,False,False,https://www.maxpreps.com/games/10-18-2019/volleyball-19/king-abdullah-academy-vs-model-secondary-school-for-the-deaf.htm?c=ff0wp3edSkmUy0ZVzt_rYQ
10/21/2019,McLean,W,NA,0-0,0,0,home,False,False,False,https://www.maxpreps.com/games/10-21-2019/volleyball-19/mclean-vs-model-secondary-school-for-the-deaf.htm?c=YN2GPO_oJUe9am8W3ZCb_A
10/23/2019,Berman Hebrew Academy,W,"25-9,25-16,25-16",3-0,3,3,home,True,True,True,https://www.maxpreps.com/games/10-23-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-varsity-opponent.htm?c=4SpEKTKm40mNlVqXSY8llQ
10/28/2019,Sandy Spring Friends,W,"25-15,25-19,25-8",3-0,3,3,home,True,True,True,https://www.maxpreps.com/games/10-28-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-sandy-spring-friends.htm?c=seZY-aU7r0O3adxoOvkc0w
10/30/2019,Washington International,W,"25-18,26-24,25-18",3-0,3,3,neutral,True,True,True,https://www.maxpreps.com/games/10-30-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-washington-international.htm?c=GglwmyeMkEOGgntR9jsatw
11/05/2019,Bell,W,"25-14,25-14,25-13",3-0,3,3,away,False,True,True,https://www.maxpreps.com/games/11-05-2019/volleyball-19/bell-vs-model-secondary-school-for-the-deaf.htm?c=VcPx0s5gm0y4-10r8YIcYw
11/06/2019,St. John's,L,"20-25,20-25,14-25",0-3,3,-3,away,False,True,True,https://www.maxpreps.com/games/11-06-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-st-johns.htm?c=eSZ4h7I5E0OFrIple4uZbw